LG1	0	1000000	48
LG1	1000000	2000000	120
LG1	2000000	3000000	156
LG1	3000000	4000000	1066
LG1	4000000	5000000	356
LG1	5000000	6000000	697
LG1	6000000	7000000	662
LG1	7000000	8000000	1420
LG1	8000000	9000000	1263
LG1	9000000	10000000	1084
LG1	10000000	11000000	763
LG1	11000000	12000000	1301
LG1	12000000	13000000	1301
LG1	13000000	14000000	1015
LG1	14000000	15000000	1103
LG1	15000000	16000000	1756
LG1	16000000	17000000	1318
LG1	17000000	18000000	1149
LG1	18000000	19000000	959
LG1	19000000	20000000	1336
LG1	20000000	21000000	1255
LG1	21000000	22000000	1440
LG1	22000000	23000000	1535
LG1	23000000	24000000	1393
LG1	24000000	25000000	2314
LG1	25000000	26000000	2106
LG1	26000000	27000000	3018
LG1	27000000	28000000	3235
LG1	28000000	29000000	2370
LG1	29000000	30000000	2855
LG1	30000000	31000000	3154
LG1	31000000	32000000	4181
LG1	32000000	33000000	3404
LG1	33000000	34000000	3138
LG1	34000000	35000000	2719
LG1	35000000	36000000	3734
LG1	36000000	37000000	3371
LG1	37000000	38000000	2970
LG1	38000000	39000000	4027
LG1	39000000	40000000	2559
LG1	40000000	41000000	2944
LG1	41000000	42000000	506
LG1	42000000	43000000	1834
LG1	43000000	44000000	2487
LG1	44000000	45000000	3159
LG1	45000000	46000000	2669
LG1	46000000	47000000	4145
LG1	47000000	48000000	3405
LG1	48000000	49000000	369
LG1	49000000	50000000	237
LG1	50000000	51000000	267
LG1	51000000	52000000	323
LG1	52000000	53000000	331
LG1	53000000	54000000	52
LG1	54000000	55000000	208
LG1	55000000	56000000	1134
LG1	56000000	57000000	2749
LG1	57000000	58000000	2159
LG1	58000000	59000000	2696
LG1	59000000	60000000	1907
LG1	60000000	61000000	839
LG1	61000000	62000000	104
LG1	62000000	63000000	130
LG1	63000000	64000000	128
LG1	64000000	65000000	394
LG1	65000000	66000000	288
LG1	66000000	67000000	360
LG1	67000000	68000000	366
LG1	68000000	69000000	133
LG1	69000000	70000000	165
LG1	70000000	71000000	165
LG1	71000000	72000000	951
LG1	72000000	73000000	116
LG1	73000000	74000000	98
LG1	74000000	75000000	114
LG1	75000000	76000000	1761
LG1	76000000	77000000	2024
LG1	77000000	78000000	3228
LG1	78000000	79000000	3316
LG1	79000000	80000000	3696
LG1	80000000	81000000	3992
LG1	81000000	82000000	2220
LG1	82000000	83000000	3781
LG1	83000000	84000000	8488
LG1	84000000	85000000	66276
LG1	85000000	86000000	242
LG1	86000000	87000000	218
LG1	87000000	88000000	304
LG1	88000000	89000000	731
LG1	89000000	90000000	866
LG1	90000000	91000000	835
LG1	91000000	92000000	776
LG1	92000000	93000000	1030
LG1	93000000	94000000	889
LG1	94000000	95000000	861
LG1	95000000	96000000	877
LG1	96000000	97000000	1475
LG1	97000000	98000000	692
LG1	98000000	99000000	984
LG1	99000000	100000000	16312
LG1	100000000	101000000	16872
LG1	101000000	102000000	17997
LG1	102000000	103000000	14874
LG1	103000000	104000000	17335
LG1	104000000	105000000	13290
LG1	105000000	106000000	13930
LG1	106000000	107000000	12484
LG1	107000000	108000000	39152
LG1	108000000	109000000	19747
LG1	109000000	110000000	35118
LG1	110000000	111000000	27245
LG1	111000000	112000000	16122
LG1	112000000	113000000	21309
LG1	113000000	114000000	19425
LG1	114000000	115000000	41434
LG1	115000000	116000000	22404
LG1	116000000	117000000	18637
LG1	117000000	118000000	38221
LG1	118000000	119000000	17528
LG1	119000000	120000000	295634
LG1	120000000	121000000	20746
LG1	121000000	122000000	17205
LG1	122000000	123000000	10738
LG1	123000000	124000000	6643
LG1	124000000	125000000	15556
LG1	125000000	126000000	35538
LG1	126000000	127000000	20552
LG1	127000000	128000000	13904
LG1	128000000	129000000	19869
LG1	129000000	130000000	9002
LG1	130000000	131000000	2063
LG1	131000000	132000000	2847
LG1	132000000	133000000	2806
LG1	133000000	134000000	2160
LG1	134000000	135000000	2790
LG1	135000000	136000000	1083
LG1	136000000	137000000	229
LG1	137000000	138000000	188
LG1	138000000	139000000	42
LG1	139000000	140000000	169
LG1	140000000	141000000	87
LG1	141000000	142000000	243
LG1	142000000	143000000	201
LG1	143000000	144000000	362
LG1	144000000	145000000	501
LG1	145000000	146000000	171
LG1	146000000	147000000	939
LG1	147000000	148000000	2148
LG1	148000000	149000000	1826
LG1	149000000	150000000	3322
LG1	150000000	151000000	5948
LG1	151000000	152000000	11496
LG1	152000000	153000000	12386
LG1	153000000	154000000	29428
LG1	154000000	155000000	16542
LG1	155000000	156000000	17296
LG1	156000000	157000000	15015
LG1	157000000	158000000	21555
LG1	158000000	159000000	19681
LG1	159000000	160000000	22045
LG1	160000000	161000000	105372
LG1	161000000	162000000	13297
LG1	162000000	163000000	15330
LG1	163000000	164000000	12665
LG1	164000000	165000000	9612
LG1	165000000	166000000	19255
LG1	166000000	167000000	69700
LG1	167000000	168000000	15085
LG1	168000000	169000000	17437
LG1	169000000	170000000	14023
LG1	170000000	171000000	10594
LG1	171000000	172000000	16149
LG1	172000000	173000000	17477
LG1	173000000	174000000	18307
LG1	174000000	175000000	8949
LG1	175000000	176000000	7333
LG1	176000000	177000000	15270
LG1	177000000	178000000	14986
LG1	178000000	179000000	252846
LG1	179000000	180000000	60938
LG1	180000000	181000000	15895
LG1	181000000	182000000	15382
LG1	182000000	183000000	10866
LG1	183000000	184000000	1689
LG1	184000000	185000000	6359
LG1	185000000	185376217	5095
LG2	0	1000000	62
LG2	1000000	2000000	54
LG2	2000000	3000000	53
LG2	3000000	4000000	70
LG2	4000000	5000000	144
LG2	5000000	6000000	377
LG2	6000000	7000000	447
LG2	7000000	8000000	554
LG2	8000000	9000000	966
